corporation,lastmonth_activity,lastyear_activity,number_of_employees,exited
oukr,816,2290,17,0
wejo,4200,110,24,1
pmrh,39,1541,11,1
ezag,65,249,337,1
qlqx,28495,421,11,1
uxjy,3183,17,2,1
rtth,35,131,9,0
cgqe,1723,296,2067,1
nbmy,85,278,395,0
lvhp,296,8247,218,0
rlmt,4559,110,1495,1
pvnd,937,427,74,1
bgvg,2786,727,17,0
aqmc,2306,381,228,1
vcxg,2475,447,1881,0
ryid,1707,9308,90,1
wbsb,6023,56,18,1
qjmb,1460,310,725,0
qddw,2444,205,12,1
uyod,4784,323,1,0
aexs,2088,2837,19,0
bzhh,41,60,25,1
qzfn,1093,76,103,0
vxaq,56,108,14,1
bffn,4737,198,310,1
vffy,3920,12,24,1
ymhg,1058,346,21,1
ziav,2400,1097,165,1
gsre,941,39,426,0
auah,9646,46,0,0
erpz,2191,132,1,0
znnj,86,840,19,0
beyp,1812,21,83,0
grrl,30,24,449,1
ewfq,54,476,3,0
kapa,8,770,10,1
zpho,34,590,390,1
auod,4105,1,299,0
gkta,13,476,283,0
bwcx,2079,267,180,1
ilrd,9958,149,6,1
epwy,99,991,129,0
wsxg,56,128,16,0
guvk,600,135,32,1
lqpz,22,324,1877,1
afqj,2930,167,22,0
sojx,2932,115,4,1
dyph,80,133,1358,0
czgq,734,984,204,0
eduy,3845,567,1470,0
mfqj,46,177,20,0
hepf,94,3967,14,0
pbds,666,40,26,1
gyuf,91,474,230,1
iytn,58,10604,2,1
svxk,79,949,3,0
joyv,2063,719,12,0
xwvz,1833,114,53,0
favh,4899,105,1597,0
hatc,288,466,195,0
xnpl,66,201,935,0
nciw,100,1359,1,0
jxeh,0,87,546,1
ffze,310,321,1247,1
hqme,3997,5040,1599,0
qkra,41,521,44,0
asjq,2588,123,14,0
xlcu,706,326,390,1
mfcb,1269,386,10,1
vupx,10,559,19,1
qoub,1029,217,4,1
rerp,2679,464,4,0
mmnu,6013,314,7,0
hvhh,87,96,173,0
ztxf,523,7836,473,0
wzjv,7354,5967,366,1
cwcx,2621,161,24,1
abkr,81,90,240,1
trjp,3,949,21,0
euda,8,539,24,1
qvja,26,636,37,1
ntow,12,495,9,0
jwkv,4804,33,19,0
gnui,83,558,9,1
zcuo,1043,8070,2653,0
aado,96,13,500,1
trai,1017,652,8,1
huvp,56,173,4,1
byeq,38,214,21,0
iocb,49,1184,35,1
ecpz,509,300,37,1
cewi,58,1074,220,1
lemb,1183,408,30,0
ukoq,3821,574,364,1
rxaf,1607,304,13,1
srro,2099,645,156,0
wosl,2,1,1359,0
enrz,0,39,566,0
igax,71,295,635,0
fljq,37,1064,106,1
sbsf,68,621,42,0
vbmk,4532,84,206,1
pbou,4731,256,5,0
qvps,78310,236,61,1
uazz,3101,19,19,1
zydv,52,194,557,1
wyqp,39,665,196,1
ljdd,17,649,53,1
zkvv,97,184,82,0
heuz,3,575,15,1
ggcy,2135,68,0,1
wzoh,40,10,159,1
lvjv,52,668,103,0
uzsm,1950,136,303,0
adms,2256,74,10,1
leig,2718,74,154,0
nyhj,2300,569,497,0
woin,2648,899,102,1
vtto,18,104,3,0
cbhw,4765,226,54,0
sspc,2064,7610,19,0
kgvz,79,66,164,0
wjpv,3659,5197,201,1
gnrt,23,297,3,1
sihq,88,8444,18,1
fxhl,1182,253,0,0
kngp,84,11,6,1
nqzk,2565,1746,42,1
irts,76,404,8,0
bqfb,1308,84,1547,1
qtpi,2327,10633,0,1
wszg,4260,2839,435,0
rkty,64,147,12,0
vcwh,3318,533,1,1
jxmc,65,110,90,1
cuij,37,8078,194,1
oxha,1557,649,27,1
hgfb,2501,1062,83,1
svfx,1135,4333,304,1
qvlt,66,270,342,0
vcpp,6,376,15,1
duzx,2733,1083,10,0
waqt,99,11,525,1
suux,737,289,79,0
nwgh,1638,7213,2,1
awwv,9,474,228,0
zizu,4429,16,16,0
eiim,2700,119,23,1
crrs,2380,57,7,0
xoke,8,5224,15,0
vtlm,44,14,321,1
xsmo,88,259,12,0
ncpy,9053,450,1,0
peru,38,541,3160,0
vqei,25,48,73,1
ldaq,3950,139,248,1
rvxw,7128,362,23,1
fjdh,2221,183,39,0
bepj,85,318,78,1
ufgo,2198,290,4,0
ykbp,156,6,341,1
ityf,64,10624,77,0
gxnm,0,376,19,1
krom,3,532,9,0
ednt,652,924,79,0
vcdq,12,238,9,1
anmv,2769,80,359,1
rtbv,28,526,1,0
szxd,97,643,196,1
foju,3803,150,3,0
fwwj,2036,115,2,1
ubil,45,58,0,1
abyu,2460,2155,282,1
itwz,71763,276,145,1
pwde,2061,78,318,0
bsds,821,87,1,0
regk,83,59,16,1
ziwc,1771,349,161,1
ihhy,2604,1979,7,1
hoyb,813,4,3,0
xsgv,4272,1513,19,1
fucs,3296,1429,94,0
opew,2459,156,61,0
lsbj,2323,690,199,0
feuv,24,267,0,1
vhwk,98,203,473,1
oqyf,1224,4127,49,0
qwlm,59,553,23,0
hzvi,3492,6433,24,1
yzhi,75,6162,11,0
nlbr,4860,6892,6,1
ukly,41,6467,273,0
ldbg,2070,407,50,1
iwrw,13,82,14,1
vmvj,3369,227,45,1
frek,906,566,156,1
uhum,9115,29,15,0
gdjo,47,285,18,1
zeuo,3742,400,19,1
hkkt,30,254,3364,1
rfbn,779,118,0,0
pltm,97,349,10,0
flbe,98,518,346,0
bhod,18,38,12,1
rmll,6,1008,6,1
pakh,137,409,216,1
ogqk,91,1062,111,1
wtxx,3110,8,634,1
qxno,2572,786,9,0
zyla,4,8817,6,0
jopz,1695,29,142,1
zowl,34,998,4,0
cgjr,891,653,200,1
dumd,1627,724,5,0
uidt,1802,656,146,1
ipkn,48,473,86,0
opsw,1744,366,16,1
udui,3105,272,203,1
fkap,48,252,9,0
lqhu,57824,297,5,0
blru,1,7,363,1
guye,92,6155,8,0
hrem,3725,54,0,0
duwt,81,555,1,1
edbn,1228,6940,6,1
jzxh,1,8198,184,1
iafp,4947,5,3,0
uutd,20,202,1,0
xhsl,2697,68,103,1
gelt,36,307,3,1
zwlb,18,99,4,1
dimx,36,234,18,1
ompd,1243,241,16,0
lpuj,80,355,475,1
rvqm,6,400,392,1
uens,37,29,616,1
rdmu,89,67,2,0
lhdg,2806,111,2440,0
xcry,757,10092,218,0
ackx,1938,951,4,1
bpiz,3146,6186,400,0
dpkt,2837,18,229,1
mlfr,1397,473,828,1
axma,9553,325,4,1
dvry,63,465,16,0
cswb,434,3964,63,1
quog,86,398,68,0
gyqq,35,1421,1991,0
utvz,0,528,14,1
fymg,2362,288,641,1
odsu,4567,126,508,0
ueej,985,306,154,1
fhjt,3316,8027,122,0
qhjj,1855,2264,137,1
ovyz,56,1029,1,0
rxtm,19,816,68,1
ffxb,2892,139,25,0
wrec,96,494,134,0
aoom,4198,7015,329,0
izbl,1608,146,10,1
tmsm,4141,8840,410,0
gwoh,19,5526,168,1
imun,22,1443,335,0
gpyo,2393,124,327,0
enpv,1527,4252,17,0
hhch,2240,471,55,1
juer,39,430,38,0
bsli,25,44,19,1
gcsz,2560,219,24,0
uufh,2545,1422,53,0
xryy,97,492,55,1
xgvy,61,404,94,1
ujtv,2184,108,3,1
cpzu,14,85,25,0
kljl,4197,75,84,0
alhp,8093,1420,14,1
udtl,14,1541,623,1
srkr,4961,556,235,0
jyns,85,315,633,1
gmgf,2088,63,1100,1
rzjp,2,837,18,0
budm,1283,637,11,0
kijb,9648,36,16,0
gcaw,1213,90,12,1
oqbm,2831,339,525,1
ovlm,3810,1952,23,0
szgt,60,5470,255,0
jovs,4078,37,5,0
sest,3434,147,35,1
bwzh,3623,384,270,1
zpni,1507,419,192,1
rqhg,3567,46,516,0
ndom,129,8787,17,1
xnaz,5,40,24,1
qvmq,1439,521,9,1
amhe,3425,408,18,1
mlkc,562,641,20,0
sujk,2296,10128,3766,1
hifp,9653,25,25,0
awdl,282,21,190,1
afpw,31,111,174,0
bkfk,53,463,481,1
gfbx,4176,8677,4,1
cnnc,30,118,791,1
fmuk,34,3962,17,0
abdj,1970,321,1895,0
cnnb,3905,83,9,0
avmk,97,402,220,0
auhr,44,910,244,1
izuu,69,870,794,1
xmxr,4448,8272,25,1
vdvp,840,953,25,1
czrr,3081,45,16,1
yhfx,64,424,4,0
xyfc,4347,4598,312,0
vksg,6,10261,72,0
seqo,1669,56,17,1
ncuy,3257,264,176,0
xfbk,195,265,20,1
dmby,13,121,1,1
licn,934,146,302,0
hrkg,69,3331,50,0
fqdm,1544,212,392,0
byhq,3462,157,156,1
hnmv,3903,37,16,1
nuvc,6471,214,10,1
bsmq,1587,454,1239,1
ogfu,32,88,5,0
ndol,44,140,13,0
hxyu,608,512,471,0
mdbq,2332,38,1146,1
wnmy,40,152,25,0
uryd,49,7755,4,0
zmly,1748,728,185,0
ezpp,33,3621,2791,1
xwtd,13,906,8,1
anwj,79,190,411,0
qzux,1301,3,111,0
szau,1747,758,19,1
imcb,1257,349,6,0
ncxr,87142,1024,134,0
nsyg,2508,7588,7,1
amqa,37,295,0,0
jklm,80,36,20,0
rfrc,8536,924,18,1
ylss,4636,589,617,1
ikah,4257,2409,200,0
fqxc,2002,39,646,1
iobo,1778,616,6,0
jfvd,49,110,14,0
sswe,35,743,27,1
joec,1736,113,126,0
galy,1602,397,10,1
xklp,2713,25,44,1
cukq,4321,3206,3,0
daec,4232,539,10,1
tzta,92,5057,4,1
wssp,897,506,544,1
cdyn,1703,103,24,0
dihg,31,431,557,1
cvxt,84,8824,1515,1
mlff,52984,1049,21,0
uloz,861,197,25,0
ncuy,36,330,24,1
ypcy,15,511,605,0
kewp,4469,337,8,1
gfxi,1438,263,1567,1
vsvt,49,8186,4,0
hjyr,1630,232,136,1
tkvb,1659,148,16,1
cnjz,341,463,5,1
rvmu,782,590,6,0
ylht,60,338,252,1
ydxq,1253,330,173,0
ukai,2363,519,585,1
qcrm,3863,47,14,0
uejk,34,63,1346,1
dgqc,2516,177,22,1
axfh,4740,119,114,1
gdfi,893,349,198,1
qucp,782,311,22,1
vmnu,2599,3178,466,0
dcro,70,876,180,0
ibyd,229,2904,210,0
fsoy,2128,0,151,1
hkgn,2217,5983,916,1
vyys,96,124,61,0
jnzo,29,321,100,0
saxa,2,61,21,1
fznq,13,165,7,1
ohhm,13,8877,412,0
ovxt,35,1858,116,0
qwyy,1292,136,3,0
gjxb,8,51,6,1
npsp,2958,354,160,1
vvat,80,364,0,0
tdlo,68,8091,6,1
ejqs,3290,112,20,0
qwoe,54,5099,4,0
djkm,51,51,15,1
zmuy,76,7712,377,1
owyz,507,46,297,0
ofdj,16,4699,24,1
qkty,70,339,446,1
yxai,3629,59,5,0
fgzt,42,6582,1547,1
bsxc,3868,55,9,0
mxoa,25,140,40,1
fjhz,60,190,21,0
tjrl,342,161,1484,0
ppgr,81,519,18,0
wsov,46,3755,12,0
bhom,82,186,12,1
kczv,36,191,18,1
hxwk,100,80,17,1
sixd,9,105,1645,1
qfyx,14805,1741,188,1
pgsi,78,5467,1094,0
pcym,99,6,17,1
fojq,29,8260,16,0
orof,18,435,453,0
rsen,93,1073,1663,1
ztuh,83,4523,2259,0
tndf,4423,285,563,1
ftit,68,95,7,1
ftwq,34,99,526,1
jgjj,47,5852,307,1
qckt,53,175,498,0
qggw,4952,3683,556,0
muhv,3405,546,51,1
jhbk,16,1644,2289,1
kzyj,2125,117,213,1
aiap,4105,539,319,0
yoff,97,1016,13,0
vnim,125,85,242,1
amnl,27,580,5,1
iqxr,62,26,287,1
ckrl,344,6,24,0
ripr,528,443,14,0
qjeg,30,553,138,0
dwoh,0,138,217,1
bjpb,27,313,20,1
cbfa,9,81,3,0
monz,25,64,18,0
kkum,13,101,1865,1
egts,89,69,0,1
dbsm,2957,99,237,0
ogwm,18,31,10,1
wohi,32,448,955,1
brvu,1379,496,200,1
romk,4418,480,10,1
lqdp,81,454,39,0
plsi,24,7001,510,1
bqxe,2587,291,221,1
odwa,2200,22,8,0
kmvg,21,223,612,0
mrpe,28,1221,84,0
leuf,32,231,506,0
ywcf,2808,748,240,0
ztzg,1186,591,23,1
swil,42,429,212,0
pyqh,245,775,68,0
qrcn,29,8363,275,0
yjwb,4281,440,59,0
eczh,4130,95,3,0
cysl,71,261,190,0
ofbl,592,9478,247,1
xovf,1797,138,666,0
eovf,56,880,144,0
goxs,3895,410,886,1
fupv,18,579,1764,0
iiwf,962,561,20,0
urtg,1701,28,1,0
guco,55,444,171,1
oxxe,11,487,1707,1
dcis,78,3372,21,0
zowd,9,955,176,0
bbbm,383,2463,17,0
unlm,70,78,11,0
tupr,26,412,238,1
nckp,3279,79,0,1
rbqm,59,426,1936,0
zdip,2414,40,14,1
gqoi,2494,594,17,1
ausu,54,466,25,0
gkoe,10,10706,233,0
wxlq,2401,393,1859,1
gfys,1884,131,3,1
ihvv,62,5581,10,0
mksr,1876,524,25,1
itfe,176,435,195,1
vroy,13,62,470,1
hfeb,546,1282,6,1
allq,1865,97,406,0
hfqj,55,87,1474,0
xkyy,3054,70,363,1
tbqp,4339,116,15,1
susk,99,124,126,1
hxwf,4387,936,444,0
sjly,2545,156,387,0
camg,41,967,17,0
snpd,3751,93,24,1
emla,21,274,25,1
uacw,57,906,10,1
pbgp,3579,62,191,1
nyav,2018,762,198,1
sgrb,72,119,4,0
cbab,82,1412,458,0
vvar,71,57,20,0
pijt,1741,100,5,0
byes,59,576,104,0
zzdu,3982,462,106,0
rwvz,98,52,13,0
ocor,38,103,51,0
qsec,1040,128,224,0
dibp,1775,193,11,1
vvpw,86,283,24,1
abzp,86,55,17,0
fdxq,2688,549,2224,1
oyoy,35,246,324,0
qjpp,82,751,241,1
ximh,2670,511,10,1
cpdu,1,4472,155,0
aqdh,25,226,286,0
gfzv,0,242,63,0
hiex,456,569,1743,1
mocd,31,8161,20,0
gjfy,951,1052,6,0
lnrn,90,33,276,0
bmsv,453,359,25,0
jynf,53,2783,20,0
kquv,7319,634,3,1
jvfd,366,723,143,0
neso,35,1,285,1
xhhh,83,68,24,0
tiru,46,570,177,1
vxgd,79,429,360,1
ogip,2166,158,565,0
csrf,34,1240,67,0
dvkz,2006,350,12,1
tugc,31,82,230,1
mjme,4566,800,21,1
qcxn,1066,619,256,1
mgnv,1887,5896,479,0
hjkf,10876,480,18,0
rtsu,21,121,597,0
sedr,2401,808,2875,1
tllv,2289,486,396,1
tftj,50,238,142,1
koqm,96,263,864,1
jntx,1102,302,1178,0
sshw,2858,258,132,0
lksy,342,654,13,1
fymy,3804,3100,471,0
hqxc,1676,880,17,1
ovrj,71,174,17,0
uxdg,2541,137,248,1
jlxk,1100,7509,13,0
tivl,58,479,3,0
xzod,82,677,13,1
wpyn,4665,245,533,0
ueui,206,63,3,0
xyxm,99,57,19,1
zoqy,50,6622,2,0
ceoz,4876,56,622,1
xqnc,1691,418,63,0
lhav,1933,97,112,0
afcv,9036,123,427,0
fwji,32,403,39,0
ejuo,1954,2021,142,0
pwnm,1,354,7,0
kqnt,57,211,117,1
fciw,59,26,11,0
xjah,2781,121,226,0
vqpe,2858,165,600,1
axkk,2712,1059,23,0
qemw,1432,485,13,1
wbmt,35,1080,3198,0
meun,4780,93,14,0
xusp,69,109,18,1
sghx,80225,223,25,1
pkkb,539,104,11,0
cjqd,49,3919,271,1
cwqi,16,700,21,0
wlwm,46,764,98,0
yncy,50,155,111,1
mqqj,30,779,62,1
xpwy,1988,866,122,0
whwc,815,863,296,1
xsdm,61,4736,620,1
blhi,4929,534,18,0
pniu,9025,120,14,1
uqfy,186,116,17,1
ucgi,0,50,16,0
oxdx,82,133,130,0
omfu,62,5152,9,0
stfb,64,2014,2883,0
pcxn,3635,981,12,1
nzkl,4352,8008,506,1
bfyi,22,436,8,1
uuzt,1648,54,2144,0
tubr,692,784,107,1
cahm,15485,194,25,1
djzl,819,51,21,1
ngrf,18,277,13,0
aajn,9,528,24,1
tlnt,76,270,195,0
qwzz,6,5827,23,0
bnej,25,585,207,1
ceab,76,1684,22,1
hjou,9412,363,393,1
lxgr,301,127,25,0
nsgy,18,934,5,1
ymyw,1338,1002,24,1
vhtk,85,103,1,1
ahds,4378,69,3,1
ilie,2973,129,96,1
rjvf,3046,363,15,0
jzqv,2829,366,563,1
lewk,33,598,70,0
krwg,85,70,1758,0
kmdn,1944,70,18,1
simh,2223,1,6,0
ylii,1,218,0,1
vvfl,2395,1349,218,1
dfje,8503,134,18,0
avpf,444,211,173,0
bpoo,2182,176,1,1
dxio,2715,5756,230,1
ngjo,75,974,15,1
krfo,807,138,1910,1
nruq,20,927,32,0
xrtg,1330,488,62,0
aklx,66,1082,10,1
dzya,2157,43,3,0
qmaw,97,42,236,1
qpwu,99,8175,528,0
zlio,50,309,25,0
mfvm,8551,935,395,0
dzec,2103,1575,82,0
jqwv,246,804,2,0
eymz,1649,64,437,0
xzng,29,821,209,0
finl,86,8,104,0
cqcp,1457,12,1,1
puqd,42,4115,935,0
htej,27,429,25,1
fiwp,91,125,28,1
mgdm,13,406,11,0
vksn,7095,36,24,1
ivun,2481,344,237,0
hawa,324,514,2,1
urqy,45,242,54,1
vpdl,70,8,2444,1
qkxy,1633,793,180,0
esfa,14,259,12,1
zqdp,2323,601,46,0
vfpc,4,4531,17,1
aull,930,528,753,1
mgfz,40,4167,95,1
jhaf,1390,961,18,0
bsra,1259,3072,3054,0
mamm,21,862,115,0
reel,1935,92,280,0
mrox,10,5797,426,0
dtlp,4590,95,2,0
bakx,28,4011,1534,1
lkca,1912,144,301,1
nrkx,37,206,0,0
zdma,1358,589,1,1
ciwk,93,12,1,0
rxud,51,3258,94,1
ahfj,1007,345,432,1
xkqi,2567,1093,68,1
xnwe,85,251,8,0
byhc,24,6802,14,0
kxnw,13,116,9,0
vfvd,71,424,70,0
mfbr,6739,120,21,0
lntu,839,210,122,0
meig,364,251,155,0
nmxp,1128,3561,289,1
myfi,56,233,32,1
zasc,2362,686,190,0
bdlk,4770,8715,1163,1
etza,56,392,13,0
neff,1411,2663,163,1
vfyr,4198,583,579,0
qsdb,932,785,33,1
lpzj,590,165,43,0
zdls,98,565,269,1
vfwe,32,559,193,1
hdjj,1526,880,11,0
fzjs,42,786,214,1
jyxr,20,151,16,1
kanm,93,168,63,1
fyec,3079,254,14,0
gsxu,66,11,152,1
pwls,23,555,23,0
ymuy,33,564,128,0
idir,83,194,152,0
kjtz,1487,276,526,1
ctiv,97,546,282,0
aiet,4252,92,153,1
qbre,1505,594,9,0
gkdf,98,286,23,0
zuyf,4711,40,22,1
hwqa,4375,217,515,0
dxhg,19,281,79,1
pkfd,94,1591,204,0
ucwn,85,245,1180,1
grzo,28,1015,24,1
fdwq,83,128,19,1
hywv,11,332,99,1
xryt,25,472,24,0
qbec,85203,183,214,1
dvzj,7,1067,115,0
gjxi,828,7082,587,0
sswm,28,813,3,0
aris,3220,476,25,0
pomx,1812,419,16,1
zdia,4566,158,3,0
cxbs,81,147,205,1
otgs,179,982,19,1
kovo,2171,301,181,1
sttz,2358,2496,163,1
kguf,1175,175,64,0
ggtc,5,342,404,1
kfjm,4527,137,19,0
hycl,1636,483,1042,1
ntfq,45,190,517,0
qaxo,1046,8601,142,1
brxd,573,2654,1764,1
qcgi,3049,6,178,0
fuca,46,400,514,0
owbk,2403,371,2501,1
oncb,3711,378,340,0
tamz,37,36,23,0
bzxq,3066,557,413,1
nbzd,2679,904,25,1
atln,34,427,5,1
puug,32,171,1679,1
mvje,98560,213,22,0
jvja,2653,318,0,1
qnbn,85,201,3,0
jikk,66,6230,2,1
itqn,40,430,0,0
rtta,4192,29,513,0
esfz,2481,87,21,1
wvdt,60,77,24,0
hvkw,4386,500,507,0
glyq,37,283,162,0
wwsh,91,973,56,1
brnh,59,82,1,0
ssav,2,273,3,0
btlw,2606,313,19,1
agxt,54,4,213,1
youj,29,1947,22,1
gunu,83,591,6,0
qson,80,7373,16,0
nofo,6101,729,3,0
qllv,685,27,25,1
gbht,2419,569,20,1
tsxi,1267,8,11,0
puyc,3963,115,7,0
xprb,556,7209,24,0
adit,91,399,165,0
oukg,2955,1126,35,0
mcyx,90,31,541,1
eihc,13,416,20,1
wdpq,47,7058,12,1
wfdg,60,5905,629,1
dvyx,35,102,6,0
gclt,2686,322,85,1
ulgr,41,1000,452,1
ejcv,1989,3409,7,1
wrah,9438,10,51,0
zhhn,4403,28,1337,0
fuyn,8,149,28,1
odcm,2353,212,201,1
argk,0,468,533,0
jplc,9833,137,8,1
gtgr,85,270,24,1
doao,42,673,158,0
boua,4149,131,4,0
gdmx,69,392,20,0
mkdt,1275,177,237,1
nagg,308,177,89,0
rjpc,1121,429,101,1
wums,9,43,2,0
xwsy,3054,218,745,0
eqxw,201,312,44,0
yhsw,2202,162,5,0
ipku,18,3552,147,1
ydbr,1,5892,117,0
ttxr,73,1369,8,1
hkxe,2688,6,15,1
krgb,7,5581,6,1
abar,1885,5333,2,1
lray,5449,570,24,0
wftn,32,118,156,1
nyke,67,6236,405,1
lzvz,3835,833,1649,1
jomv,80,509,5,1
cypn,40,563,413,0
didd,97,292,1486,0
hinh,74,83,58,0
cbza,365,175,744,0
ycvh,1490,434,86,1
uccj,4158,92,1,1
nnzs,618,4518,20,0
mess,88,65,251,0
hvpy,2477,3,20,0
wree,3518,159,23,0
hxke,476,98,16,1
dzsh,27,226,72,0
hrfc,2752,202,18,0
vkdt,48,922,44,0
vodl,68,799,102,0
sfle,86,103,19,0
warr,797,363,65,0
dhsv,2606,1059,0,1
dqgj,3108,641,182,1
biev,142,147,552,1
zghd,76,19,265,1
vxdr,2947,10157,202,0
keag,4346,361,258,0
hscg,43,1176,247,0
yliv,49,7327,14,0
lwwy,2701,191,23,0
qcvu,6,81,244,1
vogg,4519,104,14,0
ersx,85,12,191,1
ctxz,95,475,455,1
wtls,1842,8800,245,0
nfhz,1852,97,370,1
erby,11,280,24,1
fipm,4361,1312,25,1
vrjw,33,6886,21,1
lvxw,83,403,24,0
rkhq,43,4211,19,0
yacf,42,95,226,1
qbml,94,196,9,0
zkyg,2650,680,121,0
zxsm,80,356,17,1
ihrw,99,564,159,1
nvvz,77,172,222,0
dapg,57,411,345,1
ssbh,24,529,15,1
xiaj,4708,5541,21,0
trgx,407,534,2,0
khix,98,54,7,1
ovbk,907,186,25,0
amlz,81,103,38,1
sxwb,32,267,161,0
pocp,15,47,0,1
jcta,10,382,211,0
nuog,42,106,4,1
pcfl,19,4210,2,0
vldx,6,195,408,1
bify,50,851,24,0
asvj,40,109,3,0
fgrr,5,361,15,0
zhan,85,100,8,0
eums,75,7470,10,0
alwp,11,71,384,0
ukvh,93,210,10,0
cdtm,100,431,418,0
tehb,2209,31,138,1
axgz,2976,713,4,1
apvb,178,99,390,0
rxxd,44,236,411,1
zkbu,2038,715,220,1
jcjq,95,2,8,1
ogpj,344,109,579,0
zhas,61,133,1801,0
silh,29,134,123,0
rlko,1442,4209,195,1
abcd,78,1024,12,1
xyzf,5524,923,160,0
wbut,6504,26,24,0
cjyq,83,332,104,0
tzxy,7,520,7,1
pkvo,3,5741,22,0
dyjs,80,1517,196,0
nlgh,8,104,90,1
lxst,26,69,8,0
rhpm,96,300,9,0
lsyq,747,51,2,1
mhjp,1364,3517,13,0
kzmd,94,76,102,0
rwyc,6444,15,392,0
hxzg,1883,360,344,1
jtpv,2562,396,492,0
relo,18,6954,19,1
nbhi,4300,218,103,0
abaz,77,193,85,1
ntiv,70,11,24,0
elnb,2725,2061,601,0
tylq,2267,79,2,0
jzkh,0,114,21,1
xhwy,47,541,11,0
ponc,2,12,19,1
onoy,56,137,214,0
bski,80,338,282,1
higx,2296,321,13,0
vhtb,65,363,221,0
qaui,2457,204,25,1
ainv,2775,428,517,1
eowx,14,343,129,0
jewa,2146,115,216,1
vndi,57,332,225,1
xjfq,12,592,221,0
rrvt,79,313,759,0
qbwt,66,458,327,1
yrmb,2054,558,171,1
djdz,607,86,1537,1
jgnd,78,8700,1920,0
rddu,92,119,179,1
kwuf,99,129,160,1
yhei,11940,267,65,1
rdkf,3,93,334,0
bvth,29,715,119,1
xbmp,1789,600,16,1
oxba,24869,466,1432,0
gvro,2355,743,135,1
cpae,4515,13,996,0
gnaz,3143,451,64,0
rquw,4095,361,21,1
lajj,218,664,387,1
sdyh,85,6087,167,0
alqc,51,802,45,0
vksm,1169,737,370,0
tpsf,55,112,11,1
imho,53,921,114,0
yncf,2697,343,239,0
emyf,46,6826,19,1
xhkq,4396,79,17,0
tacb,9,525,9,0
pnap,3297,597,360,1
cssf,4597,343,598,0
waga,95306,345,28,1
hdqb,4432,2504,164,0
zgvy,26,94,458,1
yvun,33,896,3,1
oomv,1333,302,14,1
xajy,4467,1696,18,1
vkok,11,359,19,1
lztf,1487,388,10,0
bhtl,39,1053,20,1
papi,3894,148,11,0
cosr,36,422,15,0
emtu,57,398,8,0
bevz,1440,208,0,1
znhi,79,16,43,1
covu,19,3886,8,0
qjsk,16,252,30,0
ymmd,68,134,4,0
kijg,2494,311,13,1
eovm,71,721,14,0
djgf,8323,67,118,0
hpza,824,726,42,0
afab,1152,40,528,1
ivit,38,91,135,0
wosl,0,18,21,1
qkms,1467,281,124,1
yobi,2018,2906,6,1
ulcp,11,640,8,0
vhga,65,523,23,1
fdmr,70,992,72,1
pukn,58,335,463,1
jpcx,19043,919,190,0
xkoz,96,7004,19,0
ponn,16,481,10,1
mgxl,223,2166,2,0
jsuu,2860,24,147,1
xron,809,93,184,1
gnkf,74,364,17,0
mkeu,57,251,24,1
